index,id,speaker,text,ref_audio,emotion_ref_audio,emotion,emo_alpha,target_duration_s,fit_duration,max_tokens,output_path,model,version,duration_s,elapsed_s,rtf,emotion_source,emotion_json,dominant_emotion,qwen_elapsed_s,qwen_raw_text
55,0055_speaker,逗哏,第二名土狗道人，六十三条，创业未半，闲鱼先崩。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0512_crosstalk_1813956-1816924.wav,,0.66,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0055_0055_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,5.526,3.591,0.6498,reference,,,,
56,0056_speaker,捧哏,第三名晗萧，五十三条，模型研究狂，问题比参数还多。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.68,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0056_0056_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,6.385,4.037,0.6323,reference,,,,
57,0057_speaker,逗哏,第四名叶总，四十八条，从越南撩妹到 Codex 羊毛，全栈散修。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0075_crosstalk_0230717-0236108.wav,,0.72,,False,364,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0057_0057_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,7.268,4.639,0.6383,reference,,,,
58,0058_speaker,捧哏,第五名二舟，四十五条，负责精准吐槽，专治群友膨胀。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.74,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0058_0058_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,6.385,3.936,0.6163,reference,,,,
59,0059_speaker,逗哏,总结一下，今天这个群，从薅羊毛到撩妹，从逆向到住院。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.58,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0059_0059_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,5.132,3.321,0.6471,reference,,,,
60,0060_speaker,捧哏,听着像技术交流。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.68,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0060_0060_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.995,2.193,0.7321,reference,,,,
61,0061_speaker,逗哏,实际上呢？,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0411_crosstalk_1496417-1497956.wav,,0.7,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0061_0061_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,1.533,1.507,0.9833,reference,,,,
62,0062_speaker,捧哏,AI 界吐槽大会，加荒野求生，加情感调解，再加肾内科会诊。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.78,,False,336,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0062_0062_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,6.699,4.063,0.6065,reference,,,,
63,0063_speaker,逗哏,一句话，修仙群没有神仙。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.58,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0063_0063_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.612,2.229,0.8532,reference,,,,
64,0064_speaker,捧哏,全是熬夜抢额度的赛博散修。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.76,,False,320,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/indextts/0064_0064_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.111,2.182,0.7014,reference,,,,
