index,id,speaker,text,ref_audio,emotion_ref_audio,emotion,emo_alpha,output_path,model,version,duration_s,elapsed_s,rtf,emotion_source,emotion_json,dominant_emotion,qwen_elapsed_s,qwen_raw_text,output_wav,backend,model_dir,quantization,max_len
42,0042_speaker,捧哏,这志向，一听就没打算上岸。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0325_crosstalk_1178247-1185150.wav,,0.66,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0042_0042_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.0400,0.6720,0.2210,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0042_0042_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,24
43,0043_speaker,逗哏,群友补刀，穷得只剩妹子了。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.58,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0043_0043_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.8400,0.8635,0.2249,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0043_0043_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,24
44,0044_speaker,捧哏,我第一次听见有人把破产说得像后宫番。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.78,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0044_0044_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.3600,0.7421,0.2209,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0044_0044_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,31
45,0045_speaker,逗哏,第五案，模型消息轰炸。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0045_0045_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.5600,0.6011,0.2348,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0045_0045_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,24
46,0046_speaker,捧哏,这群模型党一天不刷模型名就浑身难受。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0325_crosstalk_1178247-1185150.wav,,0.66,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0046_0046_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.0000,0.8624,0.2156,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0046_0046_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,31
47,0047_speaker,逗哏,Flux3 还没来，ZImage 已经被抛弃。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0512_crosstalk_1813956-1816924.wav,,0.64,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0047_0047_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.4000,0.5847,0.2436,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0047_0047_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,34
48,0048_speaker,捧哏,模型迭代太快，昨天是白月光，今天是压缩包。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0512_crosstalk_1813956-1816924.wav,,0.62,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0048_0048_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.3600,0.7554,0.2248,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0048_0048_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,32
49,0049_speaker,逗哏,有人说 ZImage 有 SigLIP。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0049_0049_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.7200,0.6332,0.2328,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0049_0049_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,29
50,0050_speaker,捧哏,有也没用，群友移情别恋从来不看内在。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0325_crosstalk_1178247-1185150.wav,,0.7,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0050_0050_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.6800,0.7960,0.2163,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0050_0050_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,29
51,0051_speaker,逗哏,最后一句神评，过期的模型不要扔，开一开源，隔壁小孩馋哭了。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0075_crosstalk_0230717-0236108.wav,,0.76,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0051_0051_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,6.2400,1.3475,0.2159,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0051_0051_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,45
52,0052_speaker,捧哏,这不叫开源，这叫 AI 界剩菜盲盒。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.78,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0052_0052_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.0000,0.8581,0.2145,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0052_0052_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,25
53,0053_speaker,逗哏,今日龙王榜也很精彩。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.56,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0053_0053_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.2400,0.5492,0.2452,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0053_0053_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,24
54,0054_speaker,捧哏,第一名红领少年小修士，六十六条，专注水群卖号和哥哥真好。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.7,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0054_0054_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,7.2000,1.5007,0.2084,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0054_0054_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,45
55,0055_speaker,逗哏,第二名土狗道人，六十三条，创业未半，闲鱼先崩。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0512_crosstalk_1813956-1816924.wav,,0.66,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0055_0055_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,4.6400,1.0291,0.2218,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0055_0055_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,34
56,0056_speaker,捧哏,第三名晗萧，五十三条，模型研究狂，问题比参数还多。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.68,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0056_0056_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,6.0800,1.2910,0.2123,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0056_0056_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,38
57,0057_speaker,逗哏,第四名叶总，四十八条，从越南撩妹到 Codex 羊毛，全栈散修。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0075_crosstalk_0230717-0236108.wav,,0.72,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0057_0057_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,5.6000,1.2379,0.2210,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0057_0057_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,47
58,0058_speaker,捧哏,第五名二舟，四十五条，负责精准吐槽，专治群友膨胀。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.74,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0058_0058_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,6.0800,1.2777,0.2101,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0058_0058_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,38
59,0059_speaker,逗哏,总结一下，今天这个群，从薅羊毛到撩妹，从逆向到住院。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.58,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0059_0059_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,5.7600,1.2471,0.2165,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0059_0059_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,40
60,0060_speaker,捧哏,听着像技术交流。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0324_crosstalk_1174530-1178247.wav,,0.68,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0060_0060_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,1.6000,0.3966,0.2479,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0060_0060_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,24
61,0061_speaker,逗哏,实际上呢？,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0411_crosstalk_1496417-1497956.wav,,0.7,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0061_0061_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,0.8000,0.2508,0.3135,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0061_0061_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,24
62,0062_speaker,捧哏,AI 界吐槽大会，加荒野求生，加情感调解，再加肾内科会诊。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.78,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0062_0062_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,5.4400,1.1723,0.2155,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0062_0062_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,43
63,0063_speaker,逗哏,一句话，修仙群没有神仙。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0222_crosstalk_0783190-0786560.wav,,0.58,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0063_0063_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,3.2000,0.7273,0.2273,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0063_0063_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,24
64,0064_speaker,捧哏,全是熬夜抢额度的赛博散修。,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0071_crosstalk_0215374-0217032.wav,/Users/vanch/mlx-indextts2/outputs/fjymb_library_final/work/clips/0077_crosstalk_0237975-0240670.wav,,0.76,outputs/groupchat_crosstalk_20260509_scene_ref/audio/0064_0064_speaker.wav,models/mlx-indexTTS2-standard-8bit,2.0,2.2400,0.5213,0.2327,reference,,,,,/Users/vanch/tts_benchmarks/mlx_four_backend_full64_cleanrefs_20260516/voxcpm2/segments/0064_0064_speaker.wav,native,models/VoxCPM2-official-mlx-int8-components,mlx-int8-linear,24
