model_id,model_version,checkpoint,license_type,hardware,inference_params,test_case_id,track,capability,generated_audio_path,sample_rate,wer,cer,mer,sim,sim_o,mos,naturalness_mos,intelligibility_mos,smos,emos,pmos,qmos,utmos,nisqa,emotion_accuracy,instruction_follow_score,duration_error,language_score,macro_language_score,long_text_drift_rate,repeat_rate,noise_degradation,speaker_leakage,rtf,ttfa,p95_latency,fail_flags,notes,run_id,adapter_status,asr_backend,metric_failures,reference_audio_id,reference_policy,reference_audio_path,reference_text,reference_speaker,reference_condition,target_text,asr_eval_text,voice_instruction,expected_controls,rank_dimension,source_demo,elapsed_s,merged_from_run_id,command,candidate_audit_run_id,selected_from_run_id,asr_recomputed_from_run_id,non_asr_metrics_from_run_id,content_intelligibility_score,naturalness_quality_score,speaker_clone_consistency_score,control_prosody_emotion_duration_score,multilingual_dialect_coverage_score,voice_design_robustness_score,deployment_performance_score,reference_compliance_score,score_available,score_full,coverage_pct,missing_dimensions
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,"/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text 'कृपया रकम, तारीख और नाम को साफ़ और स्वाभाविक आवाज़ में पढ़ें।' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/core_hi_amount.wav --max-new-tokens 157 --temperature 1.0",core_hi_amount,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/core_hi_amount.wav,24000,0.0,0.0,0.0,,,,,5.0,,,,,4.3671,,,100.0,,1.0,1.0,,0.06,,,1.1962,,11.2822,ok,objective_metrics_generated_at=2026-07-15T21:30:50,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"कृपया रकम, तारीख और नाम को साफ़ और स्वाभाविक आवाज़ में पढ़ें।",,,hindi,voxcpm2;omnivoice,,6.3636,,,,,,,100.0,84.177,,100.0,100.0,70.0,22.966,100.0,86.455,72.622,84.0,speaker_clone_consistency
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text 'يرجى قراءة أسماء المدن والأرقام بوضوح دون تغيير المعنى.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/core_ar_names.wav,core_ar_names,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/core_ar_names.wav,24000,0.0,0.0,0.0,,,,,5.0,,,,,3.8789,,,100.0,,1.0,1.0,,0.0,,,1.2041,,11.2822,ok,objective_metrics_generated_at=2026-07-15T21:30:53,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,يرجى قراءة أسماء المدن والأرقام بوضوح دون تغيير المعنى.,,,arabic,voxcpm2;omnivoice,,6.5021,,,,,,,100.0,71.972,,100.0,100.0,100.0,22.74,100.0,87.971,73.895,84.0,speaker_clone_consistency
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text 'Please read this sentence in the reference voice with clear pronunciation and stable pacing.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/clone_en_same.wav --reference-audio /Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_en_ref.wav --reference-text 'The CrossLand acquisition gave Washington Mutual a toe hold entry into Oregon via Portland.',clone_en_same,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/clone_en_same.wav,24000,0.0,0.0,0.0,0.9002,,,,5.0,,,,,4.0959,,,100.0,,1.0,1.0,,0.0,,0.0714,1.3245,,11.2822,ok,objective_metrics_generated_at=2026-07-15T21:30:57,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,dots_seedtts_en_ref,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_en_ref.wav,The CrossLand acquisition gave Washington Mutual a toe hold entry into Oregon via Portland.,dots_seedtts_en,clean_single_speaker,Please read this sentence in the reference voice with clear pronunciation and stable pacing.,,,clone;same_language,dots,,7.0991,,,,,,,100.0,77.398,90.02,100.0,100.0,91.075,19.3,100.0,87.89,87.89,100.0,
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text '请用参考音色自然地说出这句话：测试需要同时关注内容、音色和稳定性。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/clone_zh_same.wav --reference-audio /Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_zh_ref.wav --reference-text '冬天对于田野和河流来说，是一个放松休息的季节。',clone_zh_same,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/clone_zh_same.wav,24000,0.0,0.0,0.0,0.8724,,,,5.0,,,,,3.7147,,,100.0,,1.0,1.0,,0.0214,,0.0952,1.0862,,11.2822,ok,objective_metrics_generated_at=2026-07-15T21:31:00,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,dots_seedtts_zh_ref,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_zh_ref.wav,冬天对于田野和河流来说，是一个放松休息的季节。,dots_seedtts_zh,clean_single_speaker,请用参考音色自然地说出这句话：测试需要同时关注内容、音色和稳定性。,,,clone;same_language,dots,,9.6456,,,,,,,100.0,67.868,87.24,100.0,100.0,82.75,26.109,100.0,85.824,85.824,100.0,
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,"/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text 'This test checks whether a three-second prompt can preserve identity without copying the prompt text.' --output /Users/vanch/tts-test-project/results/generated/v02_full_20260608_234859/mlx_higgs_audio_v3_4b/clone_3s_en.wav --reference-audio /Users/vanch/tts-test-project/data/reference_audio/qwen3_clone_3s.wav --reference-text 'Okay, yeah, I resent you, I love you, I respect you, but you know what? You blew it, and thanks to you.'",clone_3s_en,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/clone_3s_en.wav,24000,0.0,0.0,0.0,0.8627,,,,5.0,,,,,4.4839,,,100.0,,1.0,1.0,,0.0143,,0.0,1.337,,10.9812,ok,objective_metrics_generated_at=2026-07-18T10:01:48,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,qwen3_clone_3s,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/qwen3_clone_3s.wav,"Okay, yeah, I resent you, I love you, I respect you, but you know what? You blew it, and thanks to you.",qwen3_demo_speaker,clean_single_speaker,This test checks whether a three-second prompt can preserve identity without copying the prompt text.,,,3s_reference;clone,qwen3,,7.1661,low_score_priority_selected_qwen06_20260718,"/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text 'This test checks whether a three-second prompt can preserve identity without copying the prompt text.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/clone_3s_en.wav --reference-audio /Users/vanch/tts-test-project/data/reference_audio/qwen3_clone_3s.wav --reference-text 'Okay, yeah, I resent you, I love you, I respect you, but you know what? You blew it, and thanks to you.'",low_score_performance_candidate_audit_qwen06_20260718,low_score_performance_candidate_audit_qwen06_20260718,,,100.0,87.098,86.27,100.0,100.0,96.425,18.943,100.0,89.155,89.155,100.0,
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,"/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text '跨语种克隆时，音色应该稳定，中文发音也要清楚。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/xling_en_to_zh.wav --reference-audio /Users/vanch/tts-test-project/data/reference_audio/voxcpm2_cross_ref_en.wav --reference-text 'Hello everyone, welcome to the VoxCPM2 speech synthesis demo. Today I'""'""'ll show you the effect of cross-lingual voice transfer in different languages.'",xling_en_to_zh,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/xling_en_to_zh.wav,24000,0.1,0.1,0.1,0.7553,,,,4.6,,,,,4.3368,,,100.0,,0.9,0.9,,0.0222,,0.0,1.1492,,11.2822,ok,objective_metrics_generated_at=2026-07-15T21:31:07,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,voxcpm2_cross_ref_en,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/voxcpm2_cross_ref_en.wav,"In short, we embarked on a mission to make America great again for all Americans.",voxcpm2_cross_en,clean_cross_lingual_anchor,跨语种克隆时，音色应该稳定，中文发音也要清楚。,,,en_to_zh;clone,voxcpm2;dots;omnivoice,,8.0907,,,,,,,69.524,83.42,75.53,100.0,90.0,94.45,24.309,100.0,80.468,80.468,100.0,
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text 'Use the Chinese reference speaker identity while speaking clear and natural English.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/xling_zh_to_en.wav --max-new-tokens 157 --temperature 0.8 --reference-audio /Users/vanch/tts-test-project/data/reference_audio/voxcpm2_cross_ref_zh.wav --reference-text '大家好，欢迎来到VoxCPM2的语音合成演示。今天我将用不同的语言为你展示跨语言声音迁移的效果。',xling_zh_to_en,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/xling_zh_to_en.wav,24000,0.0,0.0,0.0,0.8079,,,,5.0,,,,,4.1726,,,100.0,,1.0,1.0,,0.0,,0.0,1.2133,,11.2822,ok,objective_metrics_generated_at=2026-07-15T21:31:10,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,voxcpm2_cross_ref_zh,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/voxcpm2_cross_ref_zh.wav,你好像有不少问题想问我呢。别心急，我们还有很多很多时间。,voxcpm2_cross_zh,clean_cross_lingual_anchor,Use the Chinese reference speaker identity while speaking clear and natural English.,,,zh_to_en;clone,voxcpm2;omnivoice,,6.746,,,,,,,100.0,79.315,80.79,100.0,100.0,100.0,22.477,100.0,87.829,87.829,100.0,
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text '这是一段较长的稳定性测试文本，用来观察模型在连续生成时是否出现漏字、重复、语速漂移、音色漂移或者突然中断。测试过程中，内容应当保持完整，停顿应当自然，语音质量不应随着句子变长而明显下降。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/stress_long_zh.wav --max-new-tokens 549 --temperature 1.0,stress_long_zh,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/stress_long_zh.wav,24000,0.0476,0.0476,0.0476,,,,,4.8095,,,,,3.3913,,,100.0,,0.9524,0.9524,0.0,0.045,,,0.8107,,11.2822,ok,objective_metrics_generated_at=2026-07-15T21:31:20,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,这是一段较长的稳定性测试文本，用来观察模型在连续生成时是否出现漏字、重复、语速漂移、音色漂移或者突然中断。测试过程中，内容应当保持完整，停顿应当自然，语音质量不应随着句子变长而明显下降。,,,long_text;repeat_rate,baseline,,17.5757,,,,,,,85.493,59.783,,100.0,95.24,88.75,33.98,100.0,81.881,68.78,84.0,speaker_clone_consistency
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,"/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text 'This long-form paragraph checks whether the model keeps stable pacing, clean articulation, and consistent speaker identity across multiple clauses without repetition or early truncation.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/stress_long_en.wav",stress_long_en,stress,long_form,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/stress_long_en.wav,24000,0.0,0.0,0.0,,,,,5.0,,,,,4.552,,,100.0,,1.0,1.0,0.0,0.0,,,0.9758,,11.2822,ok,objective_metrics_generated_at=2026-07-15T21:31:23,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"This long-form paragraph checks whether the model keeps stable pacing, clean articulation, and consistent speaker identity across multiple clauses without repetition or early truncation.",,,long_text;repeat_rate,baseline,,11.3195,,,,,,,100.0,88.8,,100.0,100.0,100.0,29.263,100.0,91.396,76.773,84.0,speaker_clone_consistency
mlx_indextts2_standard_8bit,2.0,models/mlx-indexTTS2-standard-8bit,open_weight_local,local,/Users/vanch/.local/bin/uv run mlx-indextts generate -r /Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_en_ref.wav -t 'Please read this sentence in the reference voice with clear pronunciation and stable pacing.' -o /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_indextts2_standard_8bit/clone_en_same.wav --no-denoise-ref --no-denoise-emotion-ref,clone_en_same,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_indextts2_standard_8bit/clone_en_same.wav,22050,0.0,0.0,0.0,0.9229,,,,5.0,,,,,3.8616,,,100.0,,1.0,1.0,,0.0,,0.0714,2.8211,,27.9298,ok,objective_metrics_generated_at=2026-07-15T21:31:36,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,dots_seedtts_en_ref,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/dots_seedtts_en_ref.wav,The CrossLand acquisition gave Washington Mutual a toe hold entry into Oregon via Portland.,dots_seedtts_en,clean_single_speaker,Please read this sentence in the reference voice with clear pronunciation and stable pacing.,,,clone;same_language,dots,,15.0339,,,,,,,100.0,71.54,92.29,100.0,100.0,91.075,0.0,100.0,85.89,85.89,100.0,
mlx_omnivoice_8bit_trim60,8bit_trim60,models/OmniVoice-8bit,open_weight_local,local,"/Users/vanch/mlx-omnivoice/.venv/bin/python -m mlx_omnivoice.cli generate --model models/OmniVoice-8bit --text 'Xin chào, đây là bài kiểm tra giọng nói tiếng Việt với nhịp đọc tự nhiên và rõ ràng.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_omnivoice_8bit_trim60/clone_vi_same.wav --ref-audio /Users/vanch/tts-test-project/data/reference_audio/ban_khoe_khong_vi_ref.wav --ref-text 'Bạn khỏe không?' --require-ref-text --ref-context-trim-ms 60",clone_vi_same,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_omnivoice_8bit_trim60/clone_vi_same.wav,24000,0.0,0.0,0.0,0.8007,,,,5.0,,,,,1.5373,,,100.0,,1.0,1.0,,0.0,,0.0,0.3234,,7.8324,ok,objective_metrics_generated_at=2026-07-23T11:31:00,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,,ban_khoe_khong_vi_ref,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/ban_khoe_khong_vi_ref.wav,Bạn khỏe không?,ban_khoe_ref,clean_single_speaker_short,"Xin chào, đây là bài kiểm tra giọng nói tiếng Việt với nhịp đọc tự nhiên và rõ ràng.",,,vietnamese;clone;same_language;ban_khoe_ref;indextts_local_vi_extension,indextts2_local_vi;voxcpm2;omnivoice;dots;higgs,,8.0035,,,,,vietnamese_final_qwen17_20260723,v02_plus_vieneu_lux_scenema_20260610_091619,100.0,13.433,80.07,100.0,100.0,100.0,47.903,75.0,79.524,79.524,100.0,
mlx_higgs_audio_v3_4b,v3_4b_mlx,models/higgs-audio-v3-tts-4b-mlx,open_weight_local,local,"/Users/vanch/mlx-higgs-audio/.venv/bin/python scripts/run_tts.py --text 'Xin chào, đây là bài kiểm tra giọng nói tiếng Việt với nhịp đọc tự nhiên và rõ ràng.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/clone_vi_same.wav --reference-audio /Users/vanch/tts-test-project/data/reference_audio/ban_khoe_khong_vi_ref.wav --reference-text 'Bạn khỏe không?'",clone_vi_same,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_higgs_audio_v3_4b/clone_vi_same.wav,24000,0.0,0.0,0.0,0.7834,,,,5.0,,,,,3.5143,,,100.0,,1.0,1.0,,0.0,,0.0,1.6756,,8.6695,ok,objective_metrics_generated_at=2026-07-23T11:31:03,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,,ban_khoe_khong_vi_ref,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/ban_khoe_khong_vi_ref.wav,Bạn khỏe không?,ban_khoe_ref,clean_single_speaker_short,"Xin chào, đây là bài kiểm tra giọng nói tiếng Việt với nhịp đọc tự nhiên và rõ ràng.",,,vietnamese;clone;same_language;ban_khoe_ref,indextts2;voxcpm2;qwen3;omnivoice;higgs;valtec,indextts2_local_vi;voxcpm2;omnivoice;dots;higgs;valtec,8.8471,,,,,vietnamese_final_qwen17_20260723,v02_plus_vieneu_lux_scenema_20260610_091619,100.0,62.858,78.34,100.0,100.0,100.0,9.269,75.0,83.076,83.076,100.0,
mlx_indextts2_vietnamese_8bit,2.0_vi_local_extension,models/mlx-indexTTS2-vietnamese-8bit,open_weight_local,local,"/usr/bin/env INDEXTTS_W2V_BERT_DIR=/Users/vanch/mlx-indextts2/models/facebook-w2v-bert-2.0 /Users/vanch/.local/bin/uv run mlx-indextts generate --model models/mlx-indexTTS2-vietnamese-8bit --profile vietnamese -r /Users/vanch/tts-test-project/data/reference_audio/ban_khoe_khong_vi_ref.wav -t 'Xin chào, đây là bài kiểm tra giọng nói tiếng Việt với nhịp đọc tự nhiên và rõ ràng.' -o /Users/vanch/tts-test-project/results/generated/probe_indextts_vi_clone_seed7_20260714/mlx_indextts2_vietnamese_8bit/clone_vi_same.wav --no-denoise-ref --no-denoise-emotion-ref --seed 7",clone_vi_same,core,voice_clone,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_indextts2_vietnamese_8bit/clone_vi_same.wav,22050,0.0,0.0,0.0,0.748,,,,5.0,,,,,2.0898,,,100.0,,1.0,1.0,,0.0,,0.0,1.7416,,13.4554,ok,objective_metrics_generated_at=2026-07-23T11:31:07,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_1_7b_8bit,,ban_khoe_khong_vi_ref,formal_candidate,/Users/vanch/tts-test-project/data/reference_audio/ban_khoe_khong_vi_ref.wav,Bạn khỏe không?,ban_khoe_ref,clean_single_speaker_short,"Xin chào, đây là bài kiểm tra giọng nói tiếng Việt với nhịp đọc tự nhiên và rõ ràng.",,,vietnamese;clone;same_language;ban_khoe_ref;indextts_local_vi_extension,indextts2_local_vi;voxcpm2;omnivoice;dots;higgs,,13.5271,,,,,vietnamese_final_qwen17_20260723,v02_plus_vieneu_lux_scenema_20260610_091619,100.0,27.245,74.8,100.0,100.0,100.0,7.383,75.0,77.373,77.373,100.0,
mlx_qwen3_tts_voice_design_official_int8,voice_design_official_int8,models/Qwen3-TTS-VoiceDesign-official-mlx-int8,open_weight_local,local,"/Users/vanch/mlx-qwen3-tts/.venv/bin/python -m mlx_qwen_tts.cli generate --model models/Qwen3-TTS-VoiceDesign-official-mlx-int8 --text 'The world is full of amazing wonders. There are high mountains, blue oceans, and bright stars everywhere.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_qwen3_tts_voice_design_official_int8/control_voice_design_child.wav --require-official --instruct 'Female child voice, bright tone, clear articulation.'",control_voice_design_child,control,text_voice_design,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_qwen3_tts_voice_design_official_int8/control_voice_design_child.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,4.4058,,,100.0,,1.0,1.0,,0.0,,,0.5211,,3.9168,ok,objective_metrics_generated_at=2026-07-15T21:31:50,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"The world is full of amazing wonders. There are high mountains, blue oceans, and bright stars everywhere.",,"Female child voice, bright tone, clear articulation.",voice_design;no_reference,omnivoice;qwen3;voxcpm2,,4.002,,,,,,,100.0,85.145,,100.0,100.0,100.0,54.29,100.0,93.171,78.263,84.0,speaker_clone_consistency
mlx_qwen3_tts_voice_design_official_int8,voice_design_official_int8,models/Qwen3-TTS-VoiceDesign-official-mlx-int8,open_weight_local,local,/Users/vanch/mlx-qwen3-tts/.venv/bin/python -m mlx_qwen_tts.cli generate --model models/Qwen3-TTS-VoiceDesign-official-mlx-int8 --text '现在把灯光调暗，慢慢呼吸，我们用很轻的声音读完这一段。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_qwen3_tts_voice_design_official_int8/control_voice_design_asmr.wav --require-official --instruct '女声，轻声，近距离，ASMR，安静房间',control_voice_design_asmr,control,text_voice_design,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_qwen3_tts_voice_design_official_int8/control_voice_design_asmr.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,2.737,,,100.0,,1.0,1.0,,0.0091,,,0.467,,3.9168,ok,objective_metrics_generated_at=2026-07-15T21:31:53,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,现在把灯光调暗，慢慢呼吸，我们用很轻的声音读完这一段。,,女声，轻声，近距离，ASMR，安静房间,voice_design;acoustic_scene,voxcpm2;qwen3;omnivoice,,3.3251,,,,,,,100.0,43.425,,100.0,100.0,95.45,55.836,100.0,85.823,72.091,84.0,speaker_clone_consistency
mlx_qwen3_tts_voice_design_official_int8,voice_design_official_int8,models/Qwen3-TTS-VoiceDesign-official-mlx-int8,open_weight_local,local,"/Users/vanch/mlx-qwen3-tts/.venv/bin/python -m mlx_qwen_tts.cli generate --model models/Qwen3-TTS-VoiceDesign-official-mlx-int8 --text 'El delantero acelera, entra al área y dispara en el último segundo.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_qwen3_tts_voice_design_official_int8/control_voice_design_sports.wav --require-official --instruct 'Spanish sports commentator, excited but intelligible.'",control_voice_design_sports,control,text_voice_design,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_qwen3_tts_voice_design_official_int8/control_voice_design_sports.wav,48000,0.0833,0.0556,0.0833,,,,,4.7778,,,,,4.305,,,100.0,,0.9444,0.9259,,0.02,,,0.5437,,3.9168,ok,objective_metrics_generated_at=2026-07-15T21:31:56,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"El delantero acelera, entra al área y dispara en el último segundo.",,"Spanish sports commentator, excited but intelligible.",voice_design;role,voxcpm2;qwen3,,2.6531,,,,,,,78.77,82.625,,100.0,93.515,90.0,53.644,100.0,86.023,72.259,84.0,speaker_clone_consistency
mlx_omnivoice_8bit_trim60,8bit_trim60,models/OmniVoice-8bit,open_weight_local,local,/Users/vanch/mlx-omnivoice/.venv/bin/python -m mlx_omnivoice.cli generate --model models/OmniVoice-8bit --text '今天下午三点半，上海到北京的高铁票价是553元，订单号是A17-9002。' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_omnivoice_8bit_trim60/core_zh_numbers.wav,core_zh_numbers,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_omnivoice_8bit_trim60/core_zh_numbers.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,3.1099,,,100.0,,1.0,1.0,,0.0242,,,1.3335,,11.0531,ok,objective_metrics_generated_at=2026-07-15T21:32:00,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,今天下午三点半，上海到北京的高铁票价是553元，订单号是A17-9002。,今天下午三点半，上海到北京的高铁票价是五百五十三元，订单号是A一七九零零二。,,digits;time;proper_nouns,baseline,,7.3607,,,,,,,100.0,52.748,,100.0,100.0,87.9,19.043,100.0,82.974,69.698,84.0,speaker_clone_consistency
mlx_omnivoice_8bit_trim60,8bit_trim60,models/OmniVoice-8bit,open_weight_local,local,"/Users/vanch/mlx-omnivoice/.venv/bin/python -m mlx_omnivoice.cli generate --model models/OmniVoice-8bit --text 'OpenAI released version 4.1 at 10:30 AM, and the price is 19 dollars.' --output /Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_omnivoice_8bit_trim60/core_en_numbers.wav",core_en_numbers,core,basic_tts,/Users/vanch/tts-test-project/results/generated/v02_plus_vieneu_lux_scenema_20260610_091619/mlx_omnivoice_8bit_trim60/core_en_numbers.wav,48000,0.0,0.0,0.0,,,,,5.0,,,,,3.5193,,,100.0,,1.0,1.0,,0.0,,,1.1371,,11.0531,ok,objective_metrics_generated_at=2026-07-15T21:32:03,v02_plus_vieneu_lux_scenema_20260610_091619,success,qwen3_asr_0_6b_8bit,,none,no_reference,,,,no_reference,"OpenAI released version 4.1 at 10:30 AM, and the price is 19 dollars.","OpenAI released version four point one at ten thirty AM, and the price is nineteen dollars.",,brand;digits,baseline,,4.9124,,,,,,,100.0,62.982,,100.0,100.0,100.0,24.654,100.0,86.655,72.79,84.0,speaker_clone_consistency
